"prov_site","office","custNum","invNum","invoicDate","payDate","balance","totalCharg","tax","po_number","isDeleted","CreatedDate"
"15Q1","Eye Care Specialists of Florid","null","15Q1051800","2022-07-05T00:00:00.0000000","null","231.780","231.780","0.000","                    ","False","2022-07-05T00:00:00.0000000"
"15Q8","Marc Sharfman MD","null","15Q8051800","2022-07-06T00:00:00.0000000","null","93.300","93.300","0.000","                    ","False","2022-07-06T00:00:00.0000000"
"15QN","Mona Rane MD","null","15QN051800","2022-07-07T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2022-07-07T00:00:00.0000000"
"15QP","Wayne T Young Phd","null","15QP051800","2022-07-08T00:00:00.0000000","null","69.900","69.900","0.000","                    ","False","2022-07-08T00:00:00.0000000"
"15QR","Allergy Center","null","15QR051800","2022-07-09T00:00:00.0000000","null","194.970","194.970","0.000","                    ","False","2022-07-09T00:00:00.0000000"
"15QT","Walrod Chiropractic","null","15QT051800","2022-07-10T00:00:00.0000000","null","74.300","74.300","0.000","                    ","False","2022-07-10T00:00:00.0000000"
"15QV","Wilburton Family Chiropractic","null","15QV051800","2022-07-11T00:00:00.0000000","null","5.000","5.000","0.000","                    ","False","2022-07-11T00:00:00.0000000"
"15QZ","Sturch Family Practice","null","15QZ051800","2022-07-12T00:00:00.0000000","null","397.440","397.440","0.000","                    ","False","2022-07-12T00:00:00.0000000"
"15R0","Perry County Womens Care","null","15R0051800","2022-07-13T00:00:00.0000000","null","4567.290","4567.290","0.000","                    ","False","2022-07-13T00:00:00.0000000"
"15R5","Molly Snitovsky","null","15R5051800","2022-07-14T00:00:00.0000000","null","21.200","21.200","0.000","                    ","False","2022-07-14T00:00:00.0000000"
"15RA","William Fan OD PA","null","15RA051800","2022-07-15T00:00:00.0000000","null","68.000","68.000","0.000","                    ","False","2022-07-15T00:00:00.0000000"
"15RE","Winghaven Womens Care Inc.","null","15RE051800","2022-07-16T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2022-07-16T00:00:00.0000000"
"15RL","Benchmark Billing & Bookkeepin","null","15RL051800","2022-07-17T00:00:00.0000000","null","173.380","173.380","0.000","                    ","False","2022-07-17T00:00:00.0000000"
"15RR","Man Tai Lam MD","null","15RR051800","2022-07-18T00:00:00.0000000","null","153.210","153.210","0.000","                    ","False","2022-07-18T00:00:00.0000000"
"15RT","UM - First State Family Practi","null","15RT051800","2022-07-19T00:00:00.0000000","null","550.550","550.550","0.000","                    ","False","2022-07-19T00:00:00.0000000"
"15S2","HE-Cypress Physicians Assoc.","null","15S2051800","2022-07-20T00:00:00.0000000","null","1200.420","1200.420","0.000","                    ","False","2022-07-20T00:00:00.0000000"
"15S3","Comeau Management Services","null","15S3051800","2022-07-21T00:00:00.0000000","null","394.940","394.940","0.000","                    ","False","2022-07-21T00:00:00.0000000"
"15S6","Ronald B Elder MD PSC","null","15S6051800","2022-07-22T00:00:00.0000000","null","306.690","306.690","0.000","                    ","False","2022-07-22T00:00:00.0000000"
"15S8","Marguerite Barnett MD PA","null","15S8051800","2022-07-23T00:00:00.0000000","null","69.900","69.900","0.000","                    ","False","2022-07-23T00:00:00.0000000"
"15SF","Rodolfo Alamia, MD PA","null","15SF051800","2022-07-24T00:00:00.0000000","null","562.120","562.120","0.000","                    ","False","2022-07-24T00:00:00.0000000"
"15SG","Daniel A Rice, MD","null","15SG051800","2022-07-25T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2022-07-25T00:00:00.0000000"
"15SH","Midwest Health Group","null","15SH051800","2022-07-26T00:00:00.0000000","null","0.000","0.000","0.000","                    ","False","2022-07-26T00:00:00.0000000"
"15SP","Georgetown Eye Care","null","15SP051800","2022-07-27T00:00:00.0000000","null","295.200","295.200","0.000","                    ","False","2022-07-27T00:00:00.0000000"
"15T5","Alex Endocrine Associates PA","null","15T5051800","2022-07-28T00:00:00.0000000","null","240.410","240.410","0.000","                    ","False","2022-07-28T00:00:00.0000000"
"15T6","HE-Sue Palmer MD PA","null","15T6051800","2022-07-29T00:00:00.0000000","null","175.650","175.650","0.000","                    ","False","2022-07-29T00:00:00.0000000"
"15T8","ID Consultants Inc","null","15T8051800","2022-07-30T00:00:00.0000000","null","2351.250","2351.250","0.000","                    ","False","2022-07-30T00:00:00.0000000"
"15TA","Anthony B. Leach OD","null","15TA051800","2022-07-31T00:00:00.0000000","null","38.000","38.000","0.000","                    ","False","2022-07-31T00:00:00.0000000"
"15TF","Harris Chiropractic","null","15TF051800","2022-08-01T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2022-08-01T00:00:00.0000000"
"15TH","McMann Eye Institute","null","15TH051800","2022-08-02T00:00:00.0000000","null","396.360","396.360","0.000","                    ","False","2022-08-02T00:00:00.0000000"
"15TM","HE-The Ctr for Fam. & Prevent","null","15TM051800","2022-08-03T00:00:00.0000000","null","1813.440","1813.440","0.000","                    ","False","2022-08-03T00:00:00.0000000"
"15TQ","Northglenn Ambulance","null","15TQ051800","2022-08-04T00:00:00.0000000","null","176.000","176.000","0.000","                    ","False","2022-08-04T00:00:00.0000000"
"15TU","Manzo Eye Care","null","15TU051800","2022-08-05T00:00:00.0000000","null","5.000","5.000","0.000","                    ","False","2022-08-05T00:00:00.0000000"
"15TW","Coble Eye Associates","null","15TW051800","2022-08-06T00:00:00.0000000","null","100.800","100.800","0.000","                    ","False","2022-08-06T00:00:00.0000000"
"15TY","Mineola EyeCare","null","15TY051800","2022-08-07T00:00:00.0000000","null","190.680","190.680","0.000","                    ","False","2022-08-07T00:00:00.0000000"
"15U2","Gainesville Gynecology","null","15U2051800","2022-08-08T00:00:00.0000000","null","204.410","204.410","0.000","                    ","False","2022-08-08T00:00:00.0000000"
"15UA","G Dennis Leaks, OD, Ltd","null","15UA051800","2022-08-09T00:00:00.0000000","null","622.690","622.690","0.000","                    ","False","2022-08-09T00:00:00.0000000"
"15UN","David Kapley MD","null","15UN051800","2022-08-10T00:00:00.0000000","null","93.000","93.000","0.000","                    ","False","2022-08-10T00:00:00.0000000"
"15UP","Cathys Eye Care","null","15UP051800","2022-08-11T00:00:00.0000000","null","68.000","68.000","0.000","                    ","False","2022-08-11T00:00:00.0000000"
"15US","Arthritis & Osteoporosis Clini","null","15US051800","2022-08-12T00:00:00.0000000","null","5.000","5.000","0.000","                    ","False","2022-08-12T00:00:00.0000000"
"15UT","Plow Optometry PC","null","15UT051800","2022-08-13T00:00:00.0000000","null","68.000","68.000","0.000","                    ","False","2022-08-13T00:00:00.0000000"
"15UV","Chiropractic-Works LLC","null","15UV051800","2022-08-14T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2022-08-14T00:00:00.0000000"
"15UX","Dr. A. Craig Fisher","null","15UX051800","2022-08-15T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2022-08-15T00:00:00.0000000"
"15V1","Center for Pediatrics","null","15V1051800","2022-08-16T00:00:00.0000000","null","168.380","168.380","0.000","                    ","False","2022-08-16T00:00:00.0000000"
"15V2","Family Medical Center at Cinco","null","15V2051800","2022-08-17T00:00:00.0000000","null","403.820","403.820","0.000","                    ","False","2022-08-17T00:00:00.0000000"
"15V3","Northeast Eyecare of Hugo","null","15V3051800","2022-08-18T00:00:00.0000000","null","211.780","211.780","0.000","                    ","False","2022-08-18T00:00:00.0000000"
"15VA","Dr.Tracie Updike","null","15VA051800","2022-08-19T00:00:00.0000000","null","190.680","190.680","0.000","                    ","False","2022-08-19T00:00:00.0000000"
"15VC","Heartland Cares","null","15VC051800","2022-08-20T00:00:00.0000000","null","845.200","845.200","0.000","                    ","False","2022-08-20T00:00:00.0000000"
"15VF","Bernard J Luby MD Inc.","null","15VF051800","2022-08-21T00:00:00.0000000","null","394.940","394.940","0.000","                    ","False","2022-08-21T00:00:00.0000000"
"15VG","June Walatkiewicz PLLC","null","15VG051800","2022-08-22T00:00:00.0000000","null","39.900","39.900","0.000","                    ","False","2022-08-22T00:00:00.0000000"
"15VK","Eye To Eye Clinic","null","15VK051800","2022-08-23T00:00:00.0000000","null","72.200","72.200","0.000","                    ","False","2022-08-23T00:00:00.0000000"
"15VM","Szilvia Peli","null","15VM051800","2022-08-24T00:00:00.0000000","null","190.680","190.680","0.000","                    ","False","2022-08-24T00:00:00.0000000"
"15VT","L E Cox Med Ctr d/b/a Cox Home","null","15VT051800","2022-08-25T00:00:00.0000000","null","465.360","465.360","0.000","                    ","False","2022-08-25T00:00:00.0000000"
"15VV","Advanced Family EyeCare","null","15VV051800","2022-08-26T00:00:00.0000000","null","446.020","446.020","0.000","                    ","False","2022-08-26T00:00:00.0000000"
"15VW","Flex Physical Therapy and Well","null","15VW051800","2022-08-27T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2022-08-27T00:00:00.0000000"
"15VX","Joan Poelvoorde, LCSW PC","null","15VX051800","2022-08-28T00:00:00.0000000","null","5.000","5.000","0.000","                    ","False","2022-08-28T00:00:00.0000000"
"15VZ","Smith Ambulance Service","null","15VZ051800","2022-08-29T00:00:00.0000000","null","79.200","79.200","0.000","                    ","False","2022-08-29T00:00:00.0000000"
"15W4","Ohio Medical Associates","null","15W4051800","2022-08-30T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2022-08-30T00:00:00.0000000"
"15W7","Avery Ranch Chiropractic","null","15W7051800","2022-08-31T00:00:00.0000000","null","5.000","5.000","0.000","                    ","False","2022-08-31T00:00:00.0000000"
"15W8","Carella Chiropractic","null","15W8051800","2022-09-01T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2022-09-01T00:00:00.0000000"
"15WK","High Forest Billing Service","null","15WK051800","2022-09-02T00:00:00.0000000","null","423.780","423.780","0.000","                    ","False","2022-09-02T00:00:00.0000000"
"15WL","Avon Lake Podiatry","null","15WL051800","2022-09-03T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2022-09-03T00:00:00.0000000"
"15WN","Advanced Vein Treatment and Im","null","15WN051800","2022-09-04T00:00:00.0000000","null","214.390","214.390","0.000","                    ","False","2022-09-04T00:00:00.0000000"
"15WQ","Hillsboro Chiropractic","null","15WQ051800","2022-09-05T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2022-09-05T00:00:00.0000000"
"15WR","Roberta M Case MD","null","15WR051800","2022-09-06T00:00:00.0000000","null","232.100","232.100","0.000","                    ","False","2022-09-06T00:00:00.0000000"
"15WS","Kathleen Powell OD","null","15WS051800","2022-09-07T00:00:00.0000000","null","0.000","0.000","0.000","                    ","False","2022-09-07T00:00:00.0000000"
"15WU","Bella Vista Eye Care, PLLC","null","15WU051800","2022-09-08T00:00:00.0000000","null","190.680","190.680","0.000","                    ","False","2022-09-08T00:00:00.0000000"
"15X0","Turlock Pediatrics","null","15X0051800","2022-09-09T00:00:00.0000000","null","584.910","584.910","0.000","                    ","False","2022-09-09T00:00:00.0000000"
"15X2","Hope - A Womens Cancer Center","null","15X2051800","2022-09-10T00:00:00.0000000","null","590.400","590.400","0.000","                    ","False","2022-09-10T00:00:00.0000000"
"15X3","Georgetown General Surgery","null","15X3051800","2022-09-11T00:00:00.0000000","null","5.000","5.000","0.000","                    ","False","2022-09-11T00:00:00.0000000"
"15X8","DR JOBY JOSEPH MD INC","null","15X8051800","2022-09-12T00:00:00.0000000","null","1951.650","1951.650","0.000","                    ","False","2022-09-12T00:00:00.0000000"
"15X9","Arif Abdullah MD","null","15X9051800","2022-09-13T00:00:00.0000000","null","1017.270","1017.270","0.000","                    ","False","2022-09-13T00:00:00.0000000"
"15XE","Covenant Management Systems","null","15XE051800","2022-09-14T00:00:00.0000000","null","15450.720","15450.720","0.000","                    ","False","2022-09-14T00:00:00.0000000"
"15XG","Pickard, Gossett & Sawisky","null","15XG051800","2022-09-15T00:00:00.0000000","null","459.190","459.190","0.000","                    ","False","2022-09-15T00:00:00.0000000"
"15XJ","Houston Center for Plastic Sur","null","15XJ051800","2022-09-16T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2022-09-16T00:00:00.0000000"
"15XK","Chesapeake Medical Center, PLL","null","15XK051800","2022-09-17T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2022-09-17T00:00:00.0000000"
"15XM","Madeira Optical","null","15XM051800","2022-09-18T00:00:00.0000000","null","5.000","5.000","0.000","                    ","False","2022-09-18T00:00:00.0000000"
"15XS","HE-Frank V Meriano MD PA","null","15XS051800","2022-09-19T00:00:00.0000000","null","187.780","187.780","0.000","                    ","False","2022-09-19T00:00:00.0000000"
"15XU","HE-P J Schwarz MD PA","null","15XU051800","2022-09-20T00:00:00.0000000","null","187.780","187.780","0.000","                    ","False","2022-09-20T00:00:00.0000000"
"15XW","George W Douglass","null","15XW051800","2022-09-21T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2022-09-21T00:00:00.0000000"
"15XZ","Weslaco Vision Source","null","15XZ051800","2022-09-22T00:00:00.0000000","null","190.680","190.680","0.000","                    ","False","2022-09-22T00:00:00.0000000"
"15Y0","Chandra Higginbotham, MD","null","15Y0051800","2022-09-23T00:00:00.0000000","null","190.680","190.680","0.000","                    ","False","2022-09-23T00:00:00.0000000"
"15YA","Thomas F Vail DPM","null","15YA051800","2022-09-24T00:00:00.0000000","null","245.420","245.420","0.000","                    ","False","2022-09-24T00:00:00.0000000"
"15YG","Midway Eye Care PC","null","15YG051800","2022-09-25T00:00:00.0000000","null","394.940","394.940","0.000","                    ","False","2022-09-25T00:00:00.0000000"
"15YK","Central Austin Dermatology, PA","null","15YK051800","2022-09-26T00:00:00.0000000","null","341.760","341.760","0.000","                    ","False","2022-09-26T00:00:00.0000000"
"15YR","Eyes on the Bay","null","15YR051800","2022-09-27T00:00:00.0000000","null","53.000","53.000","0.000","                    ","False","2022-09-27T00:00:00.0000000"
"15YV","Doctors Care of Palm Coast","null","15YV051800","2022-09-28T00:00:00.0000000","null","22.160","22.160","0.000","                    ","False","2022-09-28T00:00:00.0000000"
"15Z1","Jarod Mendez MD","null","15Z1051800","2022-09-29T00:00:00.0000000","null","403.820","403.820","0.000","                    ","False","2022-09-29T00:00:00.0000000"
"15Z5","Innovative Wellness Center","null","15Z5051800","2022-09-30T00:00:00.0000000","null","270.000","270.000","0.000","                    ","False","2022-09-30T00:00:00.0000000"
"15ZC","First Professional Services Co","null","15ZC051800","2022-10-01T00:00:00.0000000","null","529.580","529.580","0.000","                    ","False","2022-10-01T00:00:00.0000000"
"15ZD","Claude W. Betty, M.D. PA","null","15ZD051800","2022-10-02T00:00:00.0000000","null","173.380","173.380","0.000","                    ","False","2022-10-02T00:00:00.0000000"
"15ZE","Brain Center of Hudson Valley","null","15ZE051800","2022-10-03T00:00:00.0000000","null","204.750","204.750","0.000","                    ","False","2022-10-03T00:00:00.0000000"
"15ZF","Bonita Vision Center","null","15ZF051800","2022-10-04T00:00:00.0000000","null","190.680","190.680","0.000","                    ","False","2022-10-04T00:00:00.0000000"
"15ZH","CH-Thompson Cancer Survival Ce","null","15ZH051800","2022-10-05T00:00:00.0000000","null","47.000","47.000","0.000","                    ","False","2022-10-05T00:00:00.0000000"
"15ZJ","CH-Thompson Oncology Group","null","15ZJ051800","2022-10-06T00:00:00.0000000","null","6840.340","6840.340","0.000","                    ","False","2022-10-06T00:00:00.0000000"
"15ZK","David R. Albrecht, OD, PC","null","15ZK051800","2022-10-07T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2022-10-07T00:00:00.0000000"
"15ZR","Colarusso Family Chiropractic","null","15ZR051800","2022-10-08T00:00:00.0000000","null","235.850","235.850","0.000","                    ","False","2022-10-08T00:00:00.0000000"
"15ZZ","Vision Concept","null","15ZZ051800","2022-10-09T00:00:00.0000000","null","376.360","376.360","0.000","                    ","False","2022-10-09T00:00:00.0000000"
"1600","Women`s Care Specialist","null","1600051800","2022-10-10T00:00:00.0000000","null","1793.800","1793.800","0.000","                    ","False","2022-10-10T00:00:00.0000000"
"1604","Salem Radiologists, Inc.","null","1604051800","2022-10-11T00:00:00.0000000","null","4353.880","4353.880","0.000","                    ","False","2022-10-11T00:00:00.0000000"
"1606","SLUCARE","null","1606051800","2022-10-12T00:00:00.0000000","null","0.000","0.000","0.000","                    ","False","2022-10-12T00:00:00.0000000"
"160A","Bay Orthopedic Rehabilitation","null","160A051800","2022-10-13T00:00:00.0000000","null","90.600","90.600","0.000","                    ","False","2022-10-13T00:00:00.0000000"
"160S","Dr. Idol","null","160S051800","2022-10-14T00:00:00.0000000","null","628.170","628.170","0.000","                    ","False","2022-10-14T00:00:00.0000000"
"160X","Carolina Forest Family Eyecar","null","160X051800","2022-10-15T00:00:00.0000000","null","102.200","102.200","0.000","                    ","False","2022-10-15T00:00:00.0000000"
"161C","Pleasant Pediatrics","null","161C051800","2022-10-16T00:00:00.0000000","null","2104.250","2104.250","0.000","                    ","False","2022-10-16T00:00:00.0000000"
"161D","Sussex Internal Medicine","null","161D051800","2022-10-17T00:00:00.0000000","null","433.730","433.730","0.000","                    ","False","2022-10-17T00:00:00.0000000"
"161E","Ocoee Regional Health","null","161E051800","2022-10-18T00:00:00.0000000","null","492.000","492.000","0.000","                    ","False","2022-10-18T00:00:00.0000000"
"161F","OBGYN Specialists Brevard","null","161F051800","2022-10-19T00:00:00.0000000","null","450.350","450.350","0.000","                    ","False","2022-10-19T00:00:00.0000000"
"161G","Capstone Family Practice","null","161G051800","2022-10-20T00:00:00.0000000","null","453.130","453.130","0.000","                    ","False","2022-10-20T00:00:00.0000000"
"161M","Primary Care Physicians LLC","null","161M051800","2022-10-21T00:00:00.0000000","null","230.420","230.420","0.000","                    ","False","2022-10-21T00:00:00.0000000"
"161N","Rogers Park Family Medicine","null","161N051800","2022-10-22T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2022-10-22T00:00:00.0000000"
"161X","Richard & Armstrong Optometry","null","161X051800","2022-10-23T00:00:00.0000000","null","73.300","73.300","0.000","                    ","False","2022-10-23T00:00:00.0000000"
"161Z","John S Lee MD PC","null","161Z051800","2022-10-24T00:00:00.0000000","null","39.900","39.900","0.000","                    ","False","2022-10-24T00:00:00.0000000"
"162D","Utah Vein Specialists Inc","null","162D051800","2022-10-25T00:00:00.0000000","null","190.680","190.680","0.000","                    ","False","2022-10-25T00:00:00.0000000"
"162F","Oar Medical Services Inc","null","162F051800","2022-10-26T00:00:00.0000000","null","234.390","234.390","0.000","                    ","False","2022-10-26T00:00:00.0000000"
"162H","Lifetime Vision Care","null","162H051800","2022-10-27T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2022-10-27T00:00:00.0000000"
"162P","Family Health of DE","null","162P051800","2022-10-28T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2022-10-28T00:00:00.0000000"
"162Q","Vision Care Associates, LLP","null","162Q051800","2022-10-29T00:00:00.0000000","null","7353.660","7353.660","0.000","                    ","False","2022-10-29T00:00:00.0000000"
"162R","Pappas Chiropractic","null","162R051800","2022-10-30T00:00:00.0000000","null","183.580","183.580","0.000","                    ","False","2022-10-30T00:00:00.0000000"
"162Y","BuckEye Vision Care","null","162Y051800","2022-10-31T00:00:00.0000000","null","161.710","161.710","0.000","                    ","False","2022-10-31T00:00:00.0000000"
"163","Linda Wheatland Smith, DC, PC","null","163051800","2018-05-20T00:00:00.0000000","null","50.200","50.200","0.000","                    ","False","2018-05-20T00:00:00.0000000"
"1632","OB GYN Care","null","1632051800","2022-11-01T00:00:00.0000000","null","214.390","214.390","0.000","                    ","False","2022-11-01T00:00:00.0000000"
"163P","Evolution Physical Therapy","null","163P051800","2022-11-02T00:00:00.0000000","null","161.100","161.100","0.000","                    ","False","2022-11-02T00:00:00.0000000"
"163Q","Houma OBGYN Clinic","null","163Q051800","2022-11-03T00:00:00.0000000","null","203.310","203.310","0.000","                    ","False","2022-11-03T00:00:00.0000000"
"163R","Vermont Orofacial Pain Associa","null","163R051800","2022-11-04T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2022-11-04T00:00:00.0000000"
"163T","American Accident & Injury Ctr","null","163T051800","2022-11-05T00:00:00.0000000","null","214.390","214.390","0.000","                    ","False","2022-11-05T00:00:00.0000000"
"163Y","Kidney Associates","null","163Y051800","2022-11-06T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2022-11-06T00:00:00.0000000"
"163Z","Michael R Flandro OD PA","null","163Z051800","2022-11-07T00:00:00.0000000","null","160.360","160.360","0.000","                    ","False","2022-11-07T00:00:00.0000000"
"1641","Wildwood Health & Wellness Ctr","null","1641051800","2022-11-08T00:00:00.0000000","null","195.540","195.540","0.000","                    ","False","2022-11-08T00:00:00.0000000"
"1642","Stephen Palmer, MD","null","1642051800","2022-11-09T00:00:00.0000000","null","195.540","195.540","0.000","                    ","False","2022-11-09T00:00:00.0000000"
"164B","American Institute of Medicine","null","164B051800","2022-11-10T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2022-11-10T00:00:00.0000000"
"164C","Laura B Carper, PHD, PA","null","164C051800","2022-11-11T00:00:00.0000000","null","50.500","50.500","0.000","                    ","False","2022-11-11T00:00:00.0000000"
"164G","Michael Rogers, D.C.","null","164G051800","2022-11-12T00:00:00.0000000","null","190.540","190.540","0.000","                    ","False","2022-11-12T00:00:00.0000000"
"164M","Bortell Pyschological Inc.","null","164M051800","2022-11-13T00:00:00.0000000","null","39.900","39.900","0.000","                    ","False","2022-11-13T00:00:00.0000000"
"164R","Performance Chiropractic","null","164R051800","2022-11-14T00:00:00.0000000","null","135.850","135.850","0.000","                    ","False","2022-11-14T00:00:00.0000000"
"164U","Dr Stephanie Siegrist","null","164U051800","2022-11-15T00:00:00.0000000","null","154.060","154.060","0.000","                    ","False","2022-11-15T00:00:00.0000000"
"164V","Central Park Endocrinology, PC","null","164V051800","2022-11-16T00:00:00.0000000","null","542.840","542.840","0.000","                    ","False","2022-11-16T00:00:00.0000000"
"164Y","Eye Care Greengate, PC","null","164Y051800","2022-11-17T00:00:00.0000000","null","100.600","100.600","0.000","                    ","False","2022-11-17T00:00:00.0000000"
"165A","LifeMine Health","null","165A051800","2022-11-18T00:00:00.0000000","null","426.410","426.410","0.000","                    ","False","2022-11-18T00:00:00.0000000"
"165D","Greenwood Urgent Care","null","165D051800","2022-11-19T00:00:00.0000000","null","214.390","214.390","0.000","                    ","False","2022-11-19T00:00:00.0000000"
"165M","The Center for Asthestics","null","165M051800","2022-11-20T00:00:00.0000000","null","341.760","341.760","0.000","                    ","False","2022-11-20T00:00:00.0000000"
"165N","Sivaram Sudhakar MD","null","165N051800","2022-11-21T00:00:00.0000000","null","214.390","214.390","0.000","                    ","False","2022-11-21T00:00:00.0000000"
"165R","Progressive Physician Services","null","165R051800","2022-11-22T00:00:00.0000000","null","2164.780","2164.780","0.000","                    ","False","2022-11-22T00:00:00.0000000"
"165S","Surgical Care Associates","null","165S051800","2022-11-23T00:00:00.0000000","null","25.000","25.000","0.000","                    ","False","2022-11-23T00:00:00.0000000"
"166","Precision Health Group","null","166051800","2018-05-21T00:00:00.0000000","null","423.780","423.780","0.000","                    ","False","2018-05-21T00:00:00.0000000"
"1662","Fitness Designs Physical Thera","null","1662051800","2022-11-24T00:00:00.0000000","null","394.940","394.940","0.000","                    ","False","2022-11-24T00:00:00.0000000"
"166J","Family Vision Clinic","null","166J051800","2022-11-25T00:00:00.0000000","null","68.000","68.000","0.000","                    ","False","2022-11-25T00:00:00.0000000"
"166K","Benton Britt, OD","null","166K051800","2022-11-26T00:00:00.0000000","null","38.000","38.000","0.000","                    ","False","2022-11-26T00:00:00.0000000"
"166Q","Dr. Gail Zimmerman","null","166Q051800","2022-11-27T00:00:00.0000000","null","74.300","74.300","0.000","                    ","False","2022-11-27T00:00:00.0000000"
"166W","Jerry Y Tsao MD","null","166W051800","2022-11-28T00:00:00.0000000","null","249.680","249.680","0.000","                    ","False","2022-11-28T00:00:00.0000000"
"166Z","Next Step Rehabilitation","null","166Z051800","2022-11-29T00:00:00.0000000","null","875.230","875.230","0.000","                    ","False","2022-11-29T00:00:00.0000000"
"167C","Emanuel County EMS","null","167C051800","2022-11-30T00:00:00.0000000","null","104.200","104.200","0.000","                    ","False","2022-11-30T00:00:00.0000000"
"167E","Channel Islands Medical Group","null","167E051800","2022-12-01T00:00:00.0000000","null","437.550","437.550","0.000","                    ","False","2022-12-01T00:00:00.0000000"
"167L","Murphy Watson Burr Eye Center","null","167L051800","2022-12-02T00:00:00.0000000","null","828.800","828.800","0.000","                    ","False","2022-12-02T00:00:00.0000000"
"167N","MCHS - Gahanna Pediatrics LLC","null","167N051800","2022-12-03T00:00:00.0000000","null","0.000","0.000","0.000","                    ","False","2022-12-03T00:00:00.0000000"
"167R","Natural Health Chiropractic","null","167R051800","2022-12-04T00:00:00.0000000","null","135.850","135.850","0.000","                    ","False","2022-12-04T00:00:00.0000000"
"167T","Holland Foot & Ankle Centers","null","167T051800","2022-12-05T00:00:00.0000000","null","1803.230","1803.230","0.000","                    ","False","2022-12-05T00:00:00.0000000"
"167U","Capital Eye Care, PLLC","null","167U051800","2022-12-06T00:00:00.0000000","null","73.300","73.300","0.000","                    ","False","2022-12-06T00:00:00.0000000"
"1681","Frawley`s Electronic Billing","null","1681051800","2022-12-07T00:00:00.0000000","null","74.630","74.630","0.000","                    ","False","2022-12-07T00:00:00.0000000"
"168J","Applied Behavioral Sciences","null","168J051800","2022-12-08T00:00:00.0000000","null","216.630","216.630","0.000","                    ","False","2022-12-08T00:00:00.0000000"
"168L","Generations Family Medicine","null","168L051800","2022-12-09T00:00:00.0000000","null","221.280","221.280","0.000","                    ","False","2022-12-09T00:00:00.0000000"
"168N","Family Health Center, PLLC","null","168N051800","2022-12-10T00:00:00.0000000","null","532.900","532.900","0.000","                    ","False","2022-12-10T00:00:00.0000000"
"168W","Dr Li`s Family Care","null","168W051800","2022-12-11T00:00:00.0000000","null","391.760","391.760","0.000","                    ","False","2022-12-11T00:00:00.0000000"
"168X","Thornapple Office Management","null","168X051800","2022-12-12T00:00:00.0000000","null","94.600","94.600","0.000","                    ","False","2022-12-12T00:00:00.0000000"
"169E","Bagby Chiropractic","null","169E051800","2022-12-13T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2022-12-13T00:00:00.0000000"
"169F","James A Wittenauer MD","null","169F051800","2022-12-14T00:00:00.0000000","null","199.970","199.970","0.000","                    ","False","2022-12-14T00:00:00.0000000"
"169P","Medxcel","null","169P051800","2022-12-15T00:00:00.0000000","null","1111.650","1111.650","0.000","                    ","False","2022-12-15T00:00:00.0000000"
"169S","Richard R Michel, MD A Medical","null","169S051800","2022-12-16T00:00:00.0000000","null","188.890","188.890","0.000","                    ","False","2022-12-16T00:00:00.0000000"
"16A4","Eric Wiener PHD","null","16A4051800","2022-12-17T00:00:00.0000000","null","39.900","39.900","0.000","                    ","False","2022-12-17T00:00:00.0000000"
"16AD","Lake Regional Medical Manageme","null","16AD051800","2022-12-18T00:00:00.0000000","null","105.000","105.000","0.000","                    ","False","2022-12-18T00:00:00.0000000"
"16AL","Belcara Health Premier Multisp","null","16AL051800","2022-12-19T00:00:00.0000000","null","68.700","68.700","0.000","                    ","False","2022-12-19T00:00:00.0000000"
"16AP","West Oaks Urgent Care Ctr","null","16AP051800","2022-12-20T00:00:00.0000000","null","1560.240","1560.240","0.000","                    ","False","2022-12-20T00:00:00.0000000"
"16AS","Professional Medical Associate","null","16AS051800","2022-12-21T00:00:00.0000000","null","37.500","37.500","0.000","                    ","False","2022-12-21T00:00:00.0000000"
"16AT","Orchard View Physicians","null","16AT051800","2022-12-22T00:00:00.0000000","null","1079.950","1079.950","0.000","                    ","False","2022-12-22T00:00:00.0000000"
"16AU","Mind Care Associates, LLC","null","16AU051800","2022-12-23T00:00:00.0000000","null","340.760","340.760","0.000","                    ","False","2022-12-23T00:00:00.0000000"
